confidence,variability,correctness
0.7741467207670212,0.21332416847379304,1.0
0.7658022120594978,0.21773920354290807,0.75
0.7819013744592667,0.1824164603867478,1.0
0.7262585535645485,0.24909204746476277,0.75
0.7832620590925217,0.1831059817511958,1.0
0.7137983813881874,0.21838552199591252,0.75
0.8013087809085846,0.1666446127906348,1.0
0.7656322717666626,0.195338362620072,1.0
0.6872323378920555,0.27884867163316357,0.5
0.6949888244271278,0.19711003253460652,0.75
0.6908047422766685,0.21432758165843943,0.75
0.6882506608963013,0.23528824967466622,0.5
0.42635023687034845,0.24820910021114306,0.5
0.7833994552493095,0.21863985277161796,0.75
0.6608209609985352,0.25758451412915395,0.75
0.7239522337913513,0.1972886030970567,0.75
0.782728374004364,0.20052724859739524,1.0
0.7516839057207108,0.20920558112514598,0.75
0.5055523235350847,0.29146149866606036,0.5
0.705792210996151,0.27617249052226045,0.75
0.6115470379590988,0.24552067308463182,0.5
0.8301636576652527,0.16161234666247573,1.0
0.809544712305069,0.1665941944321931,1.0
0.8006107956171036,0.1607010243982637,1.0
0.5855474174022675,0.32284605103879505,0.5
0.6990454271435738,0.22381893062622424,0.75
0.850402444601059,0.17524717708649995,1.0
0.7197912260890007,0.22441169290412533,0.75
0.7618654742836952,0.19225633907298942,0.75
0.8248687535524368,0.1604343388028235,1.0
0.6230180785059929,0.2341679506078009,0.5
0.768116682767868,0.1847109024914724,1.0
0.5184982251375914,0.3061949080383241,0.5
0.7849598377943039,0.18421011681186228,1.0
0.7623483240604401,0.20477343867792994,1.0
0.7295707166194916,0.22692329013974272,0.75
0.757917046546936,0.18710470292981862,1.0
0.8044592589139938,0.14194589964431686,1.0
0.8114112764596939,0.1435849925851079,1.0
0.7282285615801811,0.25698174471110735,0.75
0.8248761892318726,0.16858095437041992,1.0
0.8004365861415863,0.18680915112681912,1.0
0.7392726689577103,0.2211204294011138,0.75
0.8083055764436722,0.14646509195773416,1.0
0.4722451912239194,0.3333349774205349,0.25
0.500049639493227,0.31083666277388067,0.5
0.7364893555641174,0.2366877572051573,0.75
0.803176075220108,0.1729215793267786,1.0
0.7850395143032074,0.1814693471081591,1.0
0.7048707008361816,0.28191113498908305,0.75
0.6685665175318718,0.2316161569815667,0.5
0.856649860739708,0.12321245279576452,1.0
0.7618594169616699,0.2238062339532968,0.75
0.7261960804462433,0.2512340483982502,0.75
0.752454400062561,0.24145470164957686,0.75
0.752835288643837,0.2035417416495654,0.75
0.7898169904947281,0.1773556257753655,1.0
0.7829225063323975,0.16537444477423235,1.0
0.5334487482905388,0.3290740324162191,0.5
0.734288290143013,0.20921145187125334,0.75
0.7620740234851837,0.21616320776724063,1.0
0.7196927145123482,0.2706036526870984,0.75
0.8320290595293045,0.1610360538228628,1.0
0.7517586424946785,0.21985072148849513,0.75
0.7972346395254135,0.1699187003271694,1.0
0.7161763608455658,0.25180283844952717,0.75
0.7748608216643333,0.215211978626414,0.75
0.7614099830389023,0.1731006129365275,1.0
0.7358966246247292,0.2439057771528049,0.75
0.753111332654953,0.22624837218628532,0.75
0.7971785515546799,0.1844229555298762,1.0
0.6216496825218201,0.23309226532903393,0.5
0.8283292651176453,0.15116733745375366,1.0
0.614911861717701,0.22179030969148109,0.5
0.8210393935441971,0.16060391900535845,1.0
0.8233845829963684,0.1371643729231351,1.0
