confidence,variability,correctness
0.6372710019350052,0.17862431704998016,0.5
0.6873351633548737,0.12337824702262878,1.0
0.7261318564414978,0.1958795189857483,1.0
0.5828121602535248,0.19121059775352478,0.5
0.644486665725708,0.06980884075164795,1.0
0.6552229821681976,0.12315115332603455,1.0
0.657759889960289,0.22440828382968903,0.5
0.3834389001131058,0.13531576097011566,0.5
0.5533744394779205,0.20278915762901306,0.5
0.38461144268512726,0.10559181869029999,0.0
0.6787920445203781,0.18748952448368073,0.5
0.4748922139406204,0.03609572350978851,0.5
0.7154313176870346,0.22240014374256134,0.5
0.363839253783226,0.09519030153751373,0.0
0.5378369837999344,0.04552935063838959,0.5
0.5251335948705673,0.1236325055360794,0.5
0.4245343506336212,0.17094305157661438,0.5
0.5884692370891571,0.07692113518714905,1.0
0.3919842690229416,0.07261894643306732,0.0
0.6265416145324707,0.11385548114776611,1.0
0.6842906177043915,0.1935928761959076,0.5
0.6491843461990356,0.10909801721572876,1.0
0.6537389755249023,0.196391761302948,0.5
0.6742501854896545,0.14148390293121338,1.0
0.6773615479469299,0.17518126964569092,1.0
0.5722166746854782,0.12697966396808624,0.5
0.7083772122859955,0.15984567999839783,1.0
0.5960342586040497,0.13990303874015808,0.5
0.6396347731351852,0.15379072725772858,0.5
0.3963219225406647,0.12651750445365906,0.5
0.6109443306922913,0.13824832439422607,0.5
0.6751197576522827,0.022603929042816162,1.0
0.6724530756473541,0.143914133310318,1.0
0.5945662558078766,0.08075633645057678,1.0
0.565042182803154,0.17403246462345123,0.5
0.6491851359605789,0.19801591336727142,0.5
0.6045124232769012,0.17359068989753723,0.5
0.5749591588973999,0.05654025077819824,1.0
0.6468333005905151,0.11947286128997803,1.0
0.3587833270430565,0.22679058462381363,0.5
0.7009246647357941,0.1872757375240326,1.0
0.5218520164489746,0.09676212072372437,0.5
0.556070402264595,0.08875297009944916,0.5
0.6484180390834808,0.13891658186912537,1.0
0.5582396388053894,0.11043983697891235,0.5
0.5647590756416321,0.1576019525527954,0.5
0.7177949845790863,0.18466755747795105,1.0
0.34164659678936005,0.042702361941337585,0.0
0.6083067208528519,0.2066235989332199,0.5
0.6044408679008484,0.21825718879699707,0.5
0.319510355591774,0.07373292744159698,0.0
0.549144521355629,0.10341309010982513,0.5
0.6606138348579407,0.13827520608901978,1.0
0.6869816780090332,0.14127594232559204,1.0
0.5145229697227478,0.04606086015701294,0.5
0.39025647938251495,0.14517538249492645,0.5
0.7049060612916946,0.2082323282957077,0.5
0.5693110972642899,0.1344612091779709,0.5
0.6831212490797043,0.24593009054660797,0.5
0.3850991427898407,0.06038042902946472,0.0
0.34034036844968796,0.17460168153047562,0.5
0.7093135714530945,0.12618482112884521,1.0
0.6210384368896484,0.1857384443283081,0.5
0.6447562277317047,0.17967340350151062,0.5
0.696602001786232,0.21337537467479706,0.5
0.5312370359897614,0.013744980096817017,1.0
0.5669929385185242,0.11559611558914185,0.5
0.6732788681983948,0.19454622268676758,0.5
0.6428248435258865,0.1982165426015854,0.5
0.6560192257165909,0.20176289975643158,0.5
0.49589505791664124,0.014096826314926147,0.5
0.649999350309372,0.05140736699104309,1.0
0.5369680225849152,0.0016394555568695068,1.0
0.3551594316959381,0.13365936279296875,0.0
0.41970294713974,0.06812095642089844,0.0
0.6092267334461212,0.18591782450675964,0.5
0.5897707343101501,0.07411623001098633,1.0
0.5886978507041931,0.14073604345321655,0.5
0.5434889048337936,0.06539501249790192,0.5
0.6412839293479919,0.08849567174911499,1.0
0.6601229012012482,0.1308404505252838,1.0
0.5896902680397034,0.06533688306808472,1.0
0.619645357131958,0.1529768705368042,0.5
0.41179920732975006,0.03470565378665924,0.0
0.41666167974472046,0.02882450819015503,0.0
0.5648079514503479,0.020810365676879883,1.0
0.6549001634120941,0.11291232705116272,1.0
0.3229353204369545,0.12265407294034958,0.0
0.5188200622797012,0.04020760953426361,0.5
0.5491487979888916,0.07134425640106201,0.5
0.544052392244339,0.07504400610923767,0.5
0.5505063533782959,0.042856693267822266,1.0
0.6813022047281265,0.19234852492809296,0.5
0.60929936170578,0.07625925540924072,1.0
0.5859444737434387,0.1332535743713379,0.5
0.664096787571907,0.23138026893138885,0.5
0.7152689397335052,0.11599645018577576,1.0
0.40107522904872894,0.10010029375553131,0.5
0.38278666883707047,0.140190027654171,0.5
0.6174701005220413,0.17861579358577728,0.5
0.5354971438646317,0.07188419997692108,0.5
0.6387540102005005,0.13825666904449463,1.0
0.7054461240768433,0.17898982763290405,1.0
0.6478226780891418,0.10079342126846313,1.0
0.6542059481143951,0.169776052236557,0.5
0.6074788570404053,0.1972966194152832,0.5
0.5924053192138672,0.08172553777694702,1.0
0.6367372274398804,0.11070114374160767,1.0
0.6215208172798157,0.10124891996383667,1.0
0.4510535001754761,0.07385581731796265,0.5
0.4821755886077881,0.019455254077911377,0.5
0.6045370250940323,0.19296817481517792,0.5
0.5675060153007507,0.03755664825439453,1.0
0.6513600051403046,0.1984330713748932,0.5
0.4969092458486557,0.0223587304353714,0.5
0.7049749493598938,0.1368952989578247,1.0
0.40129120647907257,0.11013828217983246,0.5
0.6379933506250381,0.15122942626476288,0.5
0.4304472655057907,0.010417655110359192,0.0
0.591323971748352,0.04118609428405762,1.0
0.6574952751398087,0.21957187354564667,0.5
0.6950445473194122,0.11073747277259827,1.0
0.6816474795341492,0.15251284837722778,1.0
0.5882254242897034,0.06225532293319702,1.0
0.6678417921066284,0.1314292550086975,1.0
0.4233754724264145,0.023833736777305603,0.0
0.3973950445652008,0.006595134735107422,0.0
0.6350214779376984,0.1216176450252533,1.0
0.5246092975139618,0.09139123558998108,0.5
0.44797244668006897,0.027904540300369263,0.0
0.4703895002603531,0.04923109710216522,0.5
0.672378808259964,0.10640332102775574,1.0
0.3425178602337837,0.1169518455862999,0.0
0.5512628257274628,0.04187700152397156,1.0
0.5566260814666748,0.09423291683197021,0.5
0.7245445549488068,0.18241462111473083,1.0
0.4303787797689438,0.01355712115764618,0.0
0.46977250277996063,0.03191252052783966,0.5
0.628214567899704,0.09700903296470642,1.0
0.6447615176439285,0.15713457763195038,0.5
0.6203969120979309,0.03957724571228027,1.0
0.5159830749034882,0.04378196597099304,0.5
0.4804258495569229,0.016403749585151672,0.0
0.5603772699832916,0.02268126606941223,1.0
0.6930505633354187,0.15759879350662231,1.0
0.644631639122963,0.16959773004055023,0.5
0.6388170719146729,0.13611721992492676,1.0
0.2922125607728958,0.13575558364391327,0.0
0.4185527414083481,0.1444302350282669,0.5
0.30870605632662773,0.19921712949872017,0.5
0.6612069010734558,0.1465369462966919,1.0
0.6513268053531647,0.15052548050880432,1.0
0.565904513001442,0.2013627141714096,0.5
0.7210071682929993,0.07344770431518555,1.0
0.5576327741146088,0.011362642049789429,1.0
0.3762486129999161,0.08710576593875885,0.0
0.6286851167678833,0.10603189468383789,1.0
0.7042919099330902,0.16022202372550964,1.0
0.6261916011571884,0.2075628787279129,0.5
0.5850391685962677,0.13666024804115295,0.5
0.6782076060771942,0.1734333336353302,1.0
0.7270901799201965,0.16146361827850342,1.0
0.6512786597013474,0.16134227812290192,0.5
0.4131738096475601,0.07145549356937408,0.0
0.45086538791656494,0.05602109432220459,0.5
0.5772065371274948,0.08933879435062408,0.5
0.5459383577108383,0.047792866826057434,0.5
0.3819749057292938,0.13076737523078918,0.5
0.2999265789985657,0.1543302834033966,0.0
0.37479138374328613,0.013802647590637207,0.0
0.6423058956861496,0.15244080126285553,0.5
0.34383826330304146,0.22300995513796806,0.5
0.42566318809986115,0.11812625825405121,0.5
0.40420810878276825,0.16960836946964264,0.5
0.6687633097171783,0.18179938197135925,0.5
0.584858849644661,0.11576192080974579,0.5
0.6089965552091599,0.11540926992893219,0.5
0.7026708126068115,0.13764029741287231,1.0
