trained_on,irony_ds,sarcasm_ds,semeval_mix_ds
irony_ds,0.03639197865714283,0.035824387171428634,0.05821154231428563
sarcasm_ds,0.039087029914285705,0.04425813879999998,0.06063198817142862
semeval_mix_ds,0.4274843230800001,0.40954145864,0.00899397087999997
