trained_on,irony_ds,sarcasm_ds,semeval_mix_ds
irony_ds,0.11335127617142857,0.05115184940000007,0.07793605954285707
sarcasm_ds,0.016348994028571387,0.0279261994571429,0.018265941428571433
semeval_mix_ds,0.015402860628571406,0.034932912142857146,0.06758241828571429
