trained_on,irony_ds,sarcasm_ds,semeval_mix_ds
irony_ds,0.01429420542857142,0.12502236165714292,0.06265497591428588
sarcasm_ds,0.09277861268571429,0.06701009480000003,0.05969253865714294
semeval_mix_ds,0.14050296400000004,0.1434353177428572,0.04398096999999997
