trained_on,sarcasm,polarity,irony,other
polarity,0.28174046495296745,0.14940830894647705,0.2810870897657142,0.39879670660890154
sarcasm,0.15963548517469206,0.20833977235358758,0.2615221961228571,0.277230216219697
mix,0.22022009083482652,0.1498945691853588,0.226732922296,0.3468446050369319
sarcasm_mix,0.1846855754798433,0.22057309331512606,0.21068494170285723,0.23844728806249998
irony_mix,0.2633440459697649,0.14051665802840985,0.22327252074000006,0.4078089062073864
