trained_on,sarcasm,polarity,irony,other
polarity,0.4944801368109183,0.03173977827605039,0.4956482550574284,0.040901628631818204
sarcasm,0.15123668072396412,0.20904402208322562,0.21912531152571427,0.25175275067424235
mix,0.17935317544865623,0.031332571310730466,0.2020794563288572,0.03331454051874997
sarcasm_mix,0.1557625620394737,0.09099174229780223,0.17428504677085715,0.11085399063238628
irony_mix,0.3108385575357222,0.019666538277278565,0.24032114939228574,0.041200437053977204
